,Blue_champ_1,Blue_champ_2,Blue_champ_3,Blue_champ_4,Blue_champ_5,Red_champ_1,Red_champ_2,Red_champ_3,Red_champ_4,Red_champ_5,blueAssists,blueAvgLevel,blueCSPerMin,blueDeaths,blueDragons,blueEliteMonsters,blueExperienceDiff,blueFirstBlood,blueGoldDiff,blueGoldPerMin,blueHeralds,blueKills,blueTotalExperience,blueTotalGold,blueTotalJungleMinionsKilled,blueTotalMinionsKilled,blueTowersDestroyed,blueWardsDestroyed,blueWardsPlaced,blueWins,gameId,lowest_lvl_blue,lowest_lvl_red,redAssists,redAvgLevel,redCSPerMin,redDeaths,redDragons,redEliteMonsters,redExperienceDiff,redFirstBlood,redGoldDiff,redGoldPerMin,redHeralds,redKills,redTotalExperience,redTotalGold,redTotalJungleMinionsKilled,redTotalMinionsKilled,redTowersDestroyed,redWardsDestroyed,redWardsPlaced
169,Bard,Ezreal,Azir,Kha'Zix,Sett,Darius,Karthus,Cassiopeia,Leona,Varus,8.0,7.0,21.8,9.0,0.0,0.0,-523.0,0.0,-1067.0,1738.9,0.0,8.0,18770.0,17389.0,43.0,218.0,0.0,2.0,39.0,1.0,4518322002.0,59.0,73.0,9.0,7.4,23.4,8.0,1.0,1.0,523.0,1.0,1067.0,1845.6,0.0,9.0,19293.0,18456.0,60.0,234.0,0.0,2.0,18.0
170,Xayah,Thresh,Garen,Ekko,Nidalee,Nunu & Willump,Yasuo,Kai'Sa,Yuumi,Syndra,9.0,6.8,21.0,7.0,0.0,0.0,-1609.0,1.0,99.0,1666.0,0.0,6.0,17061.0,16660.0,56.0,210.0,0.0,6.0,23.0,0.0,4452966828.0,71.0,100.0,3.0,7.0,21.4,6.0,1.0,1.0,1609.0,0.0,-99.0,1656.1,0.0,7.0,18670.0,16561.0,38.0,214.0,0.0,0.0,20.0
171,Cassiopeia,Xin Zhao,Syndra,Taliyah,Aatrox,Ezreal,Garen,Lee Sin,Gragas,Viktor,11.0,6.8,20.9,10.0,0.0,0.0,-1855.0,1.0,-293.0,1752.4,0.0,8.0,16577.0,17524.0,41.0,209.0,0.0,0.0,16.0,0.0,4524343705.0,72.0,90.0,11.0,7.2,21.1,8.0,1.0,1.0,1855.0,0.0,293.0,1781.7,0.0,10.0,18432.0,17817.0,57.0,211.0,0.0,2.0,16.0
172,Cassiopeia,Heimerdinger,Pantheon,Lux,Yorick,Lissandra,Miss Fortune,Soraka,Karthus,Ornn,10.0,7.0,22.6,6.0,0.0,1.0,244.0,1.0,1789.0,1781.6,1.0,8.0,18186.0,17816.0,47.0,226.0,0.0,3.0,145.0,1.0,4519593233.0,170.0,294.0,11.0,6.8,21.0,8.0,1.0,1.0,-244.0,0.0,-1789.0,1602.7,0.0,6.0,17942.0,16027.0,60.0,210.0,0.0,3.0,17.0
173,Renekton,Elise,Ryze,Braum,Lucian,Evelynn,Thresh,Tristana,Jax,Karma,6.0,6.6,22.0,10.0,1.0,1.0,-2623.0,1.0,-2814.0,1633.1,0.0,5.0,16667.0,16331.0,51.0,220.0,0.0,3.0,16.0,0.0,4523361669.0,172.0,62.0,10.0,7.0,22.0,5.0,0.0,1.0,2623.0,0.0,2814.0,1914.5,1.0,10.0,19290.0,19145.0,64.0,220.0,0.0,2.0,15.0
174,Janna,Ezreal,Rengar,Gnar,Neeko,Garen,Brand,Tristana,Zoe,Elise,3.0,7.0,23.2,1.0,0.0,0.0,114.0,1.0,1232.0,1539.2,0.0,3.0,17891.0,15392.0,51.0,232.0,0.0,6.0,15.0,0.0,4526528415.0,120.0,60.0,2.0,6.8,22.3,3.0,1.0,1.0,-114.0,0.0,-1232.0,1416.0,0.0,1.0,17777.0,14160.0,52.0,223.0,0.0,3.0,23.0
175,Ahri,Kassadin,Lee Sin,Swain,Kai'Sa,Miss Fortune,Sylas,Thresh,Corki,Rumble,5.0,7.0,23.5,7.0,1.0,1.0,166.0,0.0,-776.0,1655.4,0.0,7.0,18512.0,16554.0,33.0,235.0,0.0,3.0,17.0,0.0,4503284837.0,79.0,75.0,14.0,6.8,25.9,7.0,0.0,0.0,-166.0,1.0,776.0,1733.0,0.0,7.0,18346.0,17330.0,36.0,259.0,0.0,3.0,16.0
176,Jhin,Nautilus,Poppy,Elise,Galio,Yuumi,Cho'Gath,Ezreal,Trundle,Vladimir,14.0,7.0,23.1,5.0,1.0,1.0,-1776.0,1.0,313.0,1698.6,0.0,6.0,17323.0,16986.0,55.0,231.0,0.0,5.0,21.0,0.0,4519875448.0,146.0,48.0,3.0,7.2,23.6,6.0,0.0,1.0,1776.0,0.0,-313.0,1667.3,1.0,5.0,19099.0,16673.0,56.0,236.0,0.0,8.0,16.0
177,Ezreal,Leona,Ahri,Kha'Zix,Riven,Taric,Kai'Sa,Syndra,Elise,Fiora,8.0,7.2,22.2,7.0,0.0,0.0,2502.0,1.0,2361.0,1812.6,0.0,10.0,18581.0,18126.0,40.0,222.0,0.0,1.0,15.0,1.0,4440191249.0,95.0,73.0,4.0,6.2,17.6,10.0,1.0,1.0,-2502.0,0.0,-2361.0,1576.5,0.0,7.0,16079.0,15765.0,40.0,176.0,0.0,1.0,10.0
178,Kha'Zix,Vladimir,Ashe,Katarina,Sett,Rakan,Irelia,Talon,Kalista,Karthus,5.0,7.0,20.1,8.0,0.0,0.0,-1891.0,1.0,-2021.0,1645.9,0.0,6.0,18612.0,16459.0,58.0,201.0,0.0,1.0,13.0,0.0,4456177266.0,111.0,76.0,7.0,7.4,23.5,6.0,0.0,0.0,1891.0,0.0,2021.0,1848.0,0.0,8.0,20503.0,18480.0,80.0,235.0,0.0,0.0,20.0
179,Maokai,Kai'Sa,Ekko,Qiyana,Singed,Gragas,Yasuo,Bard,Ezreal,Jhin,4.0,6.8,20.4,6.0,1.0,1.0,-1140.0,1.0,-1631.0,1481.6,0.0,4.0,17070.0,14816.0,46.0,204.0,0.0,2.0,15.0,0.0,4518840459.0,103.0,156.0,9.0,6.8,23.9,4.0,0.0,0.0,1140.0,0.0,1631.0,1644.7,0.0,6.0,18210.0,16447.0,40.0,239.0,0.0,2.0,48.0
180,Braum,Camille,Vayne,Nidalee,Sylas,Ornn,Nautilus,Wukong,Kalista,Neeko,12.0,7.2,19.6,8.0,1.0,1.0,1287.0,0.0,1693.0,1909.4,0.0,14.0,19076.0,19094.0,56.0,196.0,0.0,0.0,26.0,0.0,4516946022.0,63.0,79.0,6.0,6.8,21.4,14.0,0.0,0.0,-1287.0,1.0,-1693.0,1740.1,0.0,8.0,17789.0,17401.0,43.0,214.0,0.0,3.0,16.0
181,Miss Fortune,Pantheon,Lee Sin,Vladimir,Nautilus,Renekton,Karthus,Orianna,Zyra,Aphelios,14.0,7.2,22.5,4.0,1.0,2.0,2901.0,1.0,3708.0,1933.9,1.0,12.0,19966.0,19339.0,66.0,225.0,0.0,1.0,20.0,0.0,4527042510.0,65.0,136.0,3.0,6.8,20.3,12.0,0.0,0.0,-2901.0,0.0,-3708.0,1563.1,0.0,4.0,17065.0,15631.0,60.0,203.0,0.0,3.0,83.0
182,Taric,Kalista,Azir,Kayle,Xin Zhao,Aphelios,Sett,Mordekaiser,Syndra,Graves,17.0,7.2,25.0,4.0,0.0,0.0,3949.0,1.0,6375.0,2082.8,0.0,15.0,19032.0,20828.0,28.0,250.0,1.0,3.0,12.0,1.0,4521076774.0,180.0,98.0,5.0,6.2,16.4,15.0,0.0,0.0,-3949.0,0.0,-6375.0,1445.3,0.0,4.0,15083.0,14453.0,54.0,164.0,0.0,0.0,15.0
183,Ezreal,Varus,Braum,Irelia,Lee Sin,Kai'Sa,Yuumi,Wukong,Evelynn,Diana,10.0,6.6,22.9,6.0,0.0,0.0,-1588.0,1.0,-971.0,1586.2,0.0,5.0,16175.0,15862.0,39.0,229.0,0.0,3.0,16.0,0.0,4520855860.0,84.0,55.0,6.0,6.8,19.5,5.0,0.0,1.0,1588.0,0.0,971.0,1683.3,1.0,6.0,17763.0,16833.0,59.0,195.0,0.0,2.0,19.0
184,Jax,Yasuo,Blitzcrank,Ivern,Ekko,Alistar,Lee Sin,Pantheon,Rumble,Lucian,4.0,7.0,22.5,7.0,0.0,0.0,617.0,0.0,482.0,1679.1,0.0,5.0,17929.0,16791.0,48.0,225.0,1.0,4.0,21.0,1.0,4508287669.0,66.0,164.0,5.0,6.8,20.7,5.0,1.0,1.0,-617.0,1.0,-482.0,1630.9,0.0,7.0,17312.0,16309.0,58.0,207.0,0.0,1.0,9.0
185,Kayn,Yuumi,Kassadin,Illaoi,Jhin,Kalista,Cassiopeia,Lee Sin,Camille,Bard,5.0,6.8,19.6,4.0,1.0,1.0,-715.0,1.0,-345.0,1505.9,0.0,4.0,17260.0,15059.0,60.0,196.0,0.0,2.0,51.0,0.0,4519057052.0,153.0,98.0,2.0,6.6,23.7,4.0,0.0,0.0,715.0,0.0,345.0,1540.4,0.0,4.0,17975.0,15404.0,52.0,237.0,0.0,11.0,36.0
186,Nidalee,Senna,Nasus,Zed,Veigar,Ekko,Ornn,Pyke,Miss Fortune,Teemo,2.0,6.8,22.4,12.0,0.0,0.0,-1319.0,0.0,-3559.0,1558.5,0.0,4.0,17639.0,15585.0,42.0,224.0,0.0,6.0,33.0,0.0,4478393634.0,103.0,126.0,11.0,7.2,21.6,4.0,0.0,0.0,1319.0,1.0,3559.0,1914.4,0.0,12.0,18958.0,19144.0,44.0,216.0,0.0,2.0,30.0
187,Aphelios,Sylas,Graves,Galio,Bard,Cassiopeia,Jarvan IV,Morgana,Caitlyn,Aatrox,8.0,7.2,21.2,8.0,0.0,0.0,-36.0,0.0,-1013.0,1691.7,0.0,6.0,18964.0,16917.0,62.0,212.0,0.0,2.0,38.0,0.0,4518159499.0,60.0,173.0,6.0,7.0,26.0,6.0,1.0,1.0,36.0,1.0,1013.0,1793.0,0.0,8.0,19000.0,17930.0,56.0,260.0,0.0,1.0,12.0
188,Tryndamere,Karma,Shyvana,Sylas,Miss Fortune,Sona,Ezreal,Bard,Wukong,Fizz,8.0,7.0,23.6,4.0,1.0,1.0,2318.0,1.0,3354.0,1839.5,0.0,6.0,19241.0,18395.0,52.0,236.0,1.0,5.0,16.0,1.0,4462027689.0,152.0,51.0,6.0,6.8,18.5,6.0,0.0,0.0,-2318.0,0.0,-3354.0,1504.1,0.0,4.0,16923.0,15041.0,52.0,185.0,0.0,3.0,37.0
189,Wukong,Qiyana,Thresh,Nocturne,Miss Fortune,Lulu,Shaco,Renekton,Pantheon,Cassiopeia,9.0,7.0,22.7,3.0,0.0,0.0,4111.0,1.0,5191.0,1838.9,0.0,10.0,18618.0,18389.0,64.0,227.0,0.0,4.0,14.0,1.0,4527328545.0,65.0,71.0,3.0,6.2,16.2,10.0,0.0,0.0,-4111.0,0.0,-5191.0,1319.8,0.0,3.0,14507.0,13198.0,40.0,162.0,0.0,2.0,14.0
190,Shen,Graves,Ekko,Leona,Singed,Braum,Lee Sin,Hecarim,Nidalee,Lucian,8.0,7.0,21.1,9.0,0.0,0.0,-601.0,0.0,-1539.0,1624.1,0.0,6.0,18864.0,16241.0,60.0,211.0,0.0,1.0,48.0,1.0,4474804095.0,46.0,130.0,9.0,7.2,24.9,6.0,1.0,1.0,601.0,1.0,1539.0,1778.0,0.0,9.0,19465.0,17780.0,52.0,249.0,0.0,1.0,24.0
191,Yasuo,Ivern,Maokai,Leona,Miss Fortune,Lee Sin,Morgana,Pyke,Vayne,Sylas,9.0,6.6,19.0,8.0,0.0,0.0,-1378.0,0.0,-1780.0,1558.2,0.0,6.0,16182.0,15582.0,45.0,190.0,0.0,2.0,18.0,0.0,4523556317.0,62.0,87.0,7.0,7.0,22.9,6.0,0.0,1.0,1378.0,1.0,1780.0,1736.2,1.0,8.0,17560.0,17362.0,43.0,229.0,0.0,3.0,17.0
192,Thresh,Kled,LeBlanc,Zac,Varus,Xayah,Katarina,Janna,Lee Sin,Tryndamere,3.0,6.8,18.3,10.0,0.0,0.0,-881.0,1.0,-2393.0,1481.2,0.0,6.0,17359.0,14812.0,36.0,183.0,0.0,3.0,16.0,0.0,4519991680.0,135.0,56.0,8.0,7.0,21.4,6.0,0.0,0.0,881.0,0.0,2393.0,1720.5,0.0,10.0,18240.0,17205.0,43.0,214.0,0.0,0.0,16.0
193,Jhin,Gangplank,Fiddlesticks,Thresh,Renekton,Vladimir,Kha'Zix,Xerath,Irelia,Miss Fortune,11.0,6.8,22.2,2.0,0.0,0.0,680.0,1.0,2761.0,1752.6,0.0,8.0,17824.0,17526.0,63.0,222.0,0.0,1.0,19.0,0.0,4501386832.0,128.0,201.0,2.0,6.8,21.6,8.0,1.0,1.0,-680.0,0.0,-2761.0,1476.5,0.0,2.0,17144.0,14765.0,64.0,216.0,0.0,3.0,13.0
194,Karma,Yuumi,Kalista,Tryndamere,Lee Sin,Viktor,Darius,Pyke,Elise,Miss Fortune,5.0,6.6,23.0,5.0,1.0,1.0,-1363.0,1.0,-1053.0,1609.1,0.0,3.0,17434.0,16091.0,54.0,230.0,0.0,6.0,23.0,0.0,4509325423.0,284.0,238.0,5.0,7.0,24.8,3.0,0.0,0.0,1363.0,0.0,1053.0,1714.4,0.0,5.0,18797.0,17144.0,47.0,248.0,0.0,7.0,17.0
195,Warwick,Fizz,Janna,Jarvan IV,Aphelios,Kassadin,Shen,Kayn,Sona,Ezreal,4.0,7.2,22.6,5.0,1.0,1.0,2142.0,1.0,2120.0,1769.3,0.0,9.0,19209.0,17693.0,60.0,226.0,0.0,5.0,126.0,1.0,4452228031.0,87.0,136.0,6.0,6.8,17.8,9.0,0.0,0.0,-2142.0,0.0,-2120.0,1557.3,0.0,5.0,17067.0,15573.0,52.0,178.0,0.0,1.0,45.0
196,Sion,Tahm Kench,Kalista,Corki,Lee Sin,Xerath,Vayne,Senna,Graves,Gangplank,0.0,6.6,21.8,8.0,1.0,1.0,-2221.0,0.0,-3700.0,1349.3,0.0,1.0,16560.0,13493.0,44.0,218.0,0.0,4.0,17.0,1.0,4520341861.0,45.0,59.0,8.0,7.0,22.9,1.0,0.0,0.0,2221.0,1.0,3700.0,1719.3,0.0,8.0,18781.0,17193.0,39.0,229.0,0.0,5.0,16.0
197,Ekko,Renekton,Lulu,Caitlyn,Orianna,Vayne,Maokai,Sylas,Kha'Zix,Tahm Kench,14.0,7.2,22.8,3.0,0.0,0.0,3092.0,0.0,4898.0,1937.3,0.0,11.0,19208.0,19373.0,40.0,228.0,0.0,1.0,19.0,1.0,4513811621.0,111.0,173.0,2.0,6.6,19.0,11.0,1.0,1.0,-3092.0,1.0,-4898.0,1447.5,0.0,3.0,16116.0,14475.0,60.0,190.0,0.0,2.0,14.0
198,Lee Sin,Ornn,Veigar,Taric,Miss Fortune,Karthus,Diana,Qiyana,Varus,Blitzcrank,9.0,6.6,21.4,8.0,0.0,0.0,-1059.0,1.0,-336.0,1720.2,0.0,8.0,17447.0,17202.0,40.0,214.0,0.0,3.0,14.0,0.0,4481379221.0,118.0,81.0,9.0,7.0,21.4,8.0,1.0,1.0,1059.0,0.0,336.0,1753.8,0.0,8.0,18506.0,17538.0,71.0,214.0,0.0,0.0,14.0
199,Sylas,Kalista,Pantheon,Janna,Rek'Sai,Malphite,Varus,Katarina,Nautilus,Lee Sin,6.0,6.6,19.6,7.0,0.0,0.0,-1777.0,0.0,-1003.0,1563.9,0.0,5.0,16156.0,15639.0,48.0,196.0,0.0,4.0,17.0,0.0,4502587670.0,94.0,64.0,7.0,6.8,20.4,5.0,1.0,1.0,1777.0,1.0,1003.0,1664.2,0.0,7.0,17933.0,16642.0,48.0,204.0,0.0,3.0,17.0
